"descriptor","label"
"http://id.nlm.nih.gov/mesh/D017731","Lymphomatoid Papulosis"
"http://id.nlm.nih.gov/mesh/D055847","Lynch Syndrome II"
"http://id.nlm.nih.gov/mesh/D008303","Malignant Carcinoid Syndrome"
"http://id.nlm.nih.gov/mesh/D000069295","Mammary Analogue Secretory Carcinoma"
"http://id.nlm.nih.gov/mesh/D015674","Mammary Neoplasms, Animal"
"http://id.nlm.nih.gov/mesh/D008325","Mammary Neoplasms, Experimental"
"http://id.nlm.nih.gov/mesh/D008339","Mandibular Neoplasms"
"http://id.nlm.nih.gov/mesh/D012515","Mast-Cell Sarcoma"
"http://id.nlm.nih.gov/mesh/D034801","Mastocytoma"
"http://id.nlm.nih.gov/mesh/D054705","Mastocytoma, Skin"
"http://id.nlm.nih.gov/mesh/D008415","Mastocytosis"
"http://id.nlm.nih.gov/mesh/D034701","Mastocytosis, Cutaneous"
"http://id.nlm.nih.gov/mesh/D034721","Mastocytosis, Systemic"
"http://id.nlm.nih.gov/mesh/D008441","Maxillary Neoplasms"
"http://id.nlm.nih.gov/mesh/D008444","Maxillary Sinus Neoplasms"
"http://id.nlm.nih.gov/mesh/D008476","Mediastinal Cyst"
"http://id.nlm.nih.gov/mesh/D008479","Mediastinal Neoplasms"
"http://id.nlm.nih.gov/mesh/D008527","Medulloblastoma"
"http://id.nlm.nih.gov/mesh/D008539","Meigs Syndrome"
"http://id.nlm.nih.gov/mesh/D008545","Melanoma"
"http://id.nlm.nih.gov/mesh/D018328","Melanoma, Amelanotic"
"http://id.nlm.nih.gov/mesh/D008546","Melanoma, Experimental"
"http://id.nlm.nih.gov/mesh/D055756","Meningeal Carcinomatosis"
"http://id.nlm.nih.gov/mesh/D008577","Meningeal Neoplasms"
"http://id.nlm.nih.gov/mesh/D008579","Meningioma"
"http://id.nlm.nih.gov/mesh/D008637","Mesenchymoma"
"http://id.nlm.nih.gov/mesh/D008639","Mesenteric Cyst"
"http://id.nlm.nih.gov/mesh/D008649","Mesonephroma"
"http://id.nlm.nih.gov/mesh/D008654","Mesothelioma"
"http://id.nlm.nih.gov/mesh/D018261","Mesothelioma, Cystic"
"http://id.nlm.nih.gov/mesh/D000086002","Mesothelioma, Malignant"
"http://id.nlm.nih.gov/mesh/D018198","Mixed Tumor, Malignant"
"http://id.nlm.nih.gov/mesh/D018199","Mixed Tumor, Mesodermal"
"http://id.nlm.nih.gov/mesh/D018200","Mixed Tumor, Mullerian"
"http://id.nlm.nih.gov/mesh/D049328","Mongolian Spot"
"http://id.nlm.nih.gov/mesh/D009062","Mouth Neoplasms"
"http://id.nlm.nih.gov/mesh/D009078","Mucocele"
"http://id.nlm.nih.gov/mesh/D018298","Mucoepidermoid Tumor"
"http://id.nlm.nih.gov/mesh/D055653","Muir-Torre Syndrome"
"http://id.nlm.nih.gov/mesh/D009377","Multiple Endocrine Neoplasia"
"http://id.nlm.nih.gov/mesh/D018761","Multiple Endocrine Neoplasia Type 1"
"http://id.nlm.nih.gov/mesh/D018813","Multiple Endocrine Neoplasia Type 2a"
"http://id.nlm.nih.gov/mesh/D018814","Multiple Endocrine Neoplasia Type 2b"
"http://id.nlm.nih.gov/mesh/D009101","Multiple Myeloma"
"http://id.nlm.nih.gov/mesh/D055613","Multiple Pulmonary Nodules"
"http://id.nlm.nih.gov/mesh/D019042","Muscle Neoplasms"
"http://id.nlm.nih.gov/mesh/D009157","Myasthenia Gravis"
"http://id.nlm.nih.gov/mesh/D009182","Mycosis Fungoides"
"http://id.nlm.nih.gov/mesh/D009188","Myelitis, Transverse"
"http://id.nlm.nih.gov/mesh/D018209","Myelolipoma"
"http://id.nlm.nih.gov/mesh/D009208","Myoepithelioma"
"http://id.nlm.nih.gov/mesh/D047708","Myofibroma"
"http://id.nlm.nih.gov/mesh/D018224","Myofibromatosis"
"http://id.nlm.nih.gov/mesh/D009214","Myoma"
"http://id.nlm.nih.gov/mesh/D000077777","Myopericytoma"
"http://id.nlm.nih.gov/mesh/D009217","Myosarcoma"
"http://id.nlm.nih.gov/mesh/D009232","Myxoma"
"http://id.nlm.nih.gov/mesh/D009236","Myxosarcoma"
"http://id.nlm.nih.gov/mesh/D000077274","Nasopharyngeal Carcinoma"
"http://id.nlm.nih.gov/mesh/D009303","Nasopharyngeal Neoplasms"
"http://id.nlm.nih.gov/mesh/D009347","Nelson Syndrome"
"http://id.nlm.nih.gov/mesh/D009361","Neoplasm Invasiveness"
"http://id.nlm.nih.gov/mesh/D009362","Neoplasm Metastasis"
"http://id.nlm.nih.gov/mesh/D061206","Neoplasm Micrometastasis"
"http://id.nlm.nih.gov/mesh/D009364","Neoplasm Recurrence, Local"
"http://id.nlm.nih.gov/mesh/D009365","Neoplasm Regression, Spontaneous"
"http://id.nlm.nih.gov/mesh/D009366","Neoplasm Seeding"
"http://id.nlm.nih.gov/mesh/D018365","Neoplasm, Residual"
"http://id.nlm.nih.gov/mesh/D009370","Neoplasms by Histologic Type"
"http://id.nlm.nih.gov/mesh/D009371","Neoplasms by Site"
"http://id.nlm.nih.gov/mesh/D018205","Neoplasms, Adipose Tissue"
"http://id.nlm.nih.gov/mesh/D018294","Neoplasms, Adnexal and Skin Appendage"
"http://id.nlm.nih.gov/mesh/D018295","Neoplasms, Basal Cell"
"http://id.nlm.nih.gov/mesh/D018213","Neoplasms, Bone Tissue"
"http://id.nlm.nih.gov/mesh/D018193","Neoplasms, Complex and Mixed"
"http://id.nlm.nih.gov/mesh/D009372","Neoplasms, Connective Tissue"
"http://id.nlm.nih.gov/mesh/D018204","Neoplasms, Connective and Soft Tissue"
"http://id.nlm.nih.gov/mesh/D018297","Neoplasms, Cystic, Mucinous, and Serous"
"http://id.nlm.nih.gov/mesh/D018299","Neoplasms, Ductal, Lobular, and Medullary"
"http://id.nlm.nih.gov/mesh/D009374","Neoplasms, Experimental"
"http://id.nlm.nih.gov/mesh/D018225","Neoplasms, Fibroepithelial"
"http://id.nlm.nih.gov/mesh/D018218","Neoplasms, Fibrous Tissue"
"http://id.nlm.nih.gov/mesh/D009373","Neoplasms, Germ Cell and Embryonal"
"http://id.nlm.nih.gov/mesh/D009375","Neoplasms, Glandular and Epithelial"
"http://id.nlm.nih.gov/mesh/D018309","Neoplasms, Gonadal Tissue"
"http://id.nlm.nih.gov/mesh/D009376","Neoplasms, Hormone-Dependent"
"http://id.nlm.nih.gov/mesh/D018301","Neoplasms, Mesothelial"
"http://id.nlm.nih.gov/mesh/D009378","Neoplasms, Multiple Primary"
"http://id.nlm.nih.gov/mesh/D009379","Neoplasms, Muscle Tissue"
"http://id.nlm.nih.gov/mesh/D009380","Neoplasms, Nerve Tissue"
"http://id.nlm.nih.gov/mesh/D018302","Neoplasms, Neuroepithelial"
"http://id.nlm.nih.gov/mesh/D054219","Neoplasms, Plasma Cell"
"http://id.nlm.nih.gov/mesh/D017169","Neoplasms, Post-Traumatic"
"http://id.nlm.nih.gov/mesh/D009381","Neoplasms, Radiation-Induced"
"http://id.nlm.nih.gov/mesh/D016609","Neoplasms, Second Primary"
"http://id.nlm.nih.gov/mesh/D018307","Neoplasms, Squamous Cell"
"http://id.nlm.nih.gov/mesh/D009382","Neoplasms, Unknown Primary"
"http://id.nlm.nih.gov/mesh/D009383","Neoplasms, Vascular Tissue"
"http://id.nlm.nih.gov/mesh/D009360","Neoplastic Cells, Circulating"
"http://id.nlm.nih.gov/mesh/D009385","Neoplastic Processes"
"http://id.nlm.nih.gov/mesh/D009386","Neoplastic Syndromes, Hereditary"
"http://id.nlm.nih.gov/mesh/D018201","Nephroma, Mesoblastic"
"http://id.nlm.nih.gov/mesh/D018317","Nerve Sheath Neoplasms"
"http://id.nlm.nih.gov/mesh/D009423","Nervous System Neoplasms"
"http://id.nlm.nih.gov/mesh/D009442","Neurilemmoma"
"http://id.nlm.nih.gov/mesh/D009447","Neuroblastoma"
"http://id.nlm.nih.gov/mesh/D018306","Neurocytoma"
"http://id.nlm.nih.gov/mesh/D017600","Neuroectodermal Tumor, Melanotic"
"http://id.nlm.nih.gov/mesh/D017599","Neuroectodermal Tumors"
"http://id.nlm.nih.gov/mesh/D018242","Neuroectodermal Tumors, Primitive"
"http://id.nlm.nih.gov/mesh/D018241","Neuroectodermal Tumors, Primitive, Peripheral"
"http://id.nlm.nih.gov/mesh/D018358","Neuroendocrine Tumors"
"http://id.nlm.nih.gov/mesh/D009455","Neurofibroma"
"http://id.nlm.nih.gov/mesh/D018318","Neurofibroma, Plexiform"
"http://id.nlm.nih.gov/mesh/D017253","Neurofibromatoses"
"http://id.nlm.nih.gov/mesh/D009456","Neurofibromatosis 1"
"http://id.nlm.nih.gov/mesh/D016518","Neurofibromatosis 2"
"http://id.nlm.nih.gov/mesh/D018319","Neurofibrosarcoma"
"http://id.nlm.nih.gov/mesh/D009463","Neuroma"
"http://id.nlm.nih.gov/mesh/D009464","Neuroma, Acoustic"
"http://id.nlm.nih.gov/mesh/D018321","Neurothekeoma"
"http://id.nlm.nih.gov/mesh/D018326","Nevi and Melanomas"
"http://id.nlm.nih.gov/mesh/D009506","Nevus"
"http://id.nlm.nih.gov/mesh/D009507","Nevus of Ota"
"http://id.nlm.nih.gov/mesh/D018329","Nevus, Blue"
"http://id.nlm.nih.gov/mesh/D018332","Nevus, Epithelioid and Spindle Cell"
"http://id.nlm.nih.gov/mesh/D055882","Nevus, Halo"
"http://id.nlm.nih.gov/mesh/D018330","Nevus, Intradermal"
"http://id.nlm.nih.gov/mesh/D009508","Nevus, Pigmented"
"http://id.nlm.nih.gov/mesh/D054000","Nevus, Sebaceous of Jadassohn"
"http://id.nlm.nih.gov/mesh/D018331","Nevus, Spindle Cell"
"http://id.nlm.nih.gov/mesh/D009631","Nonodontogenic Cysts"
"http://id.nlm.nih.gov/mesh/D009669","Nose Neoplasms"
"http://id.nlm.nih.gov/mesh/D018333","Odontogenic Cyst, Calcifying"
"http://id.nlm.nih.gov/mesh/D009807","Odontogenic Cysts"
"http://id.nlm.nih.gov/mesh/D051527","Odontogenic Tumor, Squamous"
"http://id.nlm.nih.gov/mesh/D009808","Odontogenic Tumors"
"http://id.nlm.nih.gov/mesh/D009810","Odontoma"
"http://id.nlm.nih.gov/mesh/D009837","Oligodendroglioma"
"http://id.nlm.nih.gov/mesh/D000074723","Oncogene Addiction"
"http://id.nlm.nih.gov/mesh/D053578","Opsoclonus-Myoclonus Syndrome"
"http://id.nlm.nih.gov/mesh/D020339","Optic Nerve Glioma"
"http://id.nlm.nih.gov/mesh/D019574","Optic Nerve Neoplasms"
"http://id.nlm.nih.gov/mesh/D009918","Orbital Neoplasms"
"http://id.nlm.nih.gov/mesh/D009959","Oropharyngeal Neoplasms"
"http://id.nlm.nih.gov/mesh/D018215","Osteoblastoma"
"http://id.nlm.nih.gov/mesh/D015831","Osteochondroma"
"http://id.nlm.nih.gov/mesh/D018216","Osteochondromatosis"
"http://id.nlm.nih.gov/mesh/D010016","Osteoma"
"http://id.nlm.nih.gov/mesh/D010017","Osteoma, Osteoid"
"http://id.nlm.nih.gov/mesh/D012516","Osteosarcoma"
"http://id.nlm.nih.gov/mesh/D018217","Osteosarcoma, Juxtacortical"
"http://id.nlm.nih.gov/mesh/D010039","Otorhinolaryngologic Neoplasms"
"http://id.nlm.nih.gov/mesh/D010048","Ovarian Cysts"
"http://id.nlm.nih.gov/mesh/D010051","Ovarian Neoplasms"
"http://id.nlm.nih.gov/mesh/D010145","Paget Disease, Extramammary"
"http://id.nlm.nih.gov/mesh/D010144","Paget's Disease, Mammary"
"http://id.nlm.nih.gov/mesh/D056267","Pagetoid Reticulosis"
"http://id.nlm.nih.gov/mesh/D010157","Palatal Neoplasms"
"http://id.nlm.nih.gov/mesh/D054975","Pallister-Hall Syndrome"
"http://id.nlm.nih.gov/mesh/D010178","Pancoast Syndrome"
"http://id.nlm.nih.gov/mesh/D010181","Pancreatic Cyst"
"http://id.nlm.nih.gov/mesh/D000077779","Pancreatic Intraductal Neoplasms"
"http://id.nlm.nih.gov/mesh/D010190","Pancreatic Neoplasms"
"http://id.nlm.nih.gov/mesh/D010192","Pancreatic Pseudocyst"
"http://id.nlm.nih.gov/mesh/D010212","Papilloma"
"http://id.nlm.nih.gov/mesh/D020288","Papilloma, Choroid Plexus"
"http://id.nlm.nih.gov/mesh/D018300","Papilloma, Intraductal"
"http://id.nlm.nih.gov/mesh/D018308","Papilloma, Inverted"
"http://id.nlm.nih.gov/mesh/D010235","Paraganglioma"
"http://id.nlm.nih.gov/mesh/D010236","Paraganglioma, Extra-Adrenal"
"http://id.nlm.nih.gov/mesh/D010255","Paranasal Sinus Neoplasms"
"http://id.nlm.nih.gov/mesh/D020362","Paraneoplastic Cerebellar Degeneration"
"http://id.nlm.nih.gov/mesh/D009384","Paraneoplastic Endocrine Syndromes"
"http://id.nlm.nih.gov/mesh/D020364","Paraneoplastic Polyneuropathy"
"http://id.nlm.nih.gov/mesh/D010257","Paraneoplastic Syndromes"
"http://id.nlm.nih.gov/mesh/D020361","Paraneoplastic Syndromes, Nervous System"
"http://id.nlm.nih.gov/mesh/D059545","Paraneoplastic Syndromes, Ocular"
"http://id.nlm.nih.gov/mesh/D010282","Parathyroid Neoplasms"
"http://id.nlm.nih.gov/mesh/D010307","Parotid Neoplasms"
"http://id.nlm.nih.gov/mesh/D010310","Parovarian Cyst"
"http://id.nlm.nih.gov/mesh/D010386","Pelvic Neoplasms"
"http://id.nlm.nih.gov/mesh/D010412","Penile Neoplasms"
"http://id.nlm.nih.gov/mesh/D010509","Periodontal Cyst"
"http://id.nlm.nih.gov/mesh/D010524","Peripheral Nervous System Neoplasms"
"http://id.nlm.nih.gov/mesh/D010534","Peritoneal Neoplasms"
"http://id.nlm.nih.gov/mesh/D054973","Perivascular Epithelioid Cell Neoplasms"
"http://id.nlm.nih.gov/mesh/D010580","Peutz-Jeghers Syndrome"
"http://id.nlm.nih.gov/mesh/D010610","Pharyngeal Neoplasms"
"http://id.nlm.nih.gov/mesh/D010673","Pheochromocytoma"
"http://id.nlm.nih.gov/mesh/D003557","Phyllodes Tumor"
"http://id.nlm.nih.gov/mesh/D018296","Pilomatrixoma"
"http://id.nlm.nih.gov/mesh/D010864","Pilonidal Sinus"
"http://id.nlm.nih.gov/mesh/D010871","Pinealoma"
"http://id.nlm.nih.gov/mesh/D010911","Pituitary Neoplasms"
"http://id.nlm.nih.gov/mesh/D000069293","Plasmablastic Lymphoma"
"http://id.nlm.nih.gov/mesh/D010954","Plasmacytoma"
"http://id.nlm.nih.gov/mesh/D016066","Pleural Effusion, Malignant"
"http://id.nlm.nih.gov/mesh/D010997","Pleural Neoplasms"
"http://id.nlm.nih.gov/mesh/D011085","Polycystic Ovary Syndrome"
"http://id.nlm.nih.gov/mesh/D011087","Polycythemia Vera"
"http://id.nlm.nih.gov/mesh/D011151","Popliteal Cyst"
"http://id.nlm.nih.gov/mesh/D057091","Poroma"
"http://id.nlm.nih.gov/mesh/D011230","Precancerous Conditions"
"http://id.nlm.nih.gov/mesh/D015452","Precursor B-Cell Lymphoblastic Leukemia-Lymphoma"
"http://id.nlm.nih.gov/mesh/D054198","Precursor Cell Lymphoblastic Leukemia-Lymphoma"
"http://id.nlm.nih.gov/mesh/D054218","Precursor T-Cell Lymphoblastic Leukemia-Lymphoma"
"http://id.nlm.nih.gov/mesh/D011252","Pregnancy Complications, Neoplastic"
"http://id.nlm.nih.gov/mesh/D011289","Preleukemia"
"http://id.nlm.nih.gov/mesh/D015175","Prolactinoma"
"http://id.nlm.nih.gov/mesh/D019048","Prostatic Intraepithelial Neoplasia"
"http://id.nlm.nih.gov/mesh/D011471","Prostatic Neoplasms"
"http://id.nlm.nih.gov/mesh/D064129","Prostatic Neoplasms, Castration-Resistant"
"http://id.nlm.nih.gov/mesh/D016715","Proteus Syndrome"
"http://id.nlm.nih.gov/mesh/D011553","Pseudomyxoma Peritonei"
"http://id.nlm.nih.gov/mesh/D011648","Pulmonary Adenomatosis, Ovine"
"http://id.nlm.nih.gov/mesh/D018202","Pulmonary Blastoma"
"http://id.nlm.nih.gov/mesh/D047868","Pulmonary Sclerosing Hemangioma"
"http://id.nlm.nih.gov/mesh/D011842","Radicular Cyst"
"http://id.nlm.nih.gov/mesh/D011900","Ranula"
"http://id.nlm.nih.gov/mesh/D012004","Rectal Neoplasms"
"http://id.nlm.nih.gov/mesh/D012142","Respiratory Tract Neoplasms"
"http://id.nlm.nih.gov/mesh/D019572","Retinal Neoplasms"
"http://id.nlm.nih.gov/mesh/D012175","Retinoblastoma"
"http://id.nlm.nih.gov/mesh/D012186","Retroperitoneal Neoplasms"
"http://id.nlm.nih.gov/mesh/D018335","Rhabdoid Tumor"
"http://id.nlm.nih.gov/mesh/D012207","Rhabdomyoma"
"http://id.nlm.nih.gov/mesh/D012208","Rhabdomyosarcoma"
"http://id.nlm.nih.gov/mesh/D018232","Rhabdomyosarcoma, Alveolar"
"http://id.nlm.nih.gov/mesh/D018233","Rhabdomyosarcoma, Embryonal"
"http://id.nlm.nih.gov/mesh/D012468","Salivary Gland Neoplasms"
"http://id.nlm.nih.gov/mesh/D012509","Sarcoma"
"http://id.nlm.nih.gov/mesh/D012510","Sarcoma 180"
"http://id.nlm.nih.gov/mesh/D012511","Sarcoma 37"
"http://id.nlm.nih.gov/mesh/D018234","Sarcoma, Alveolar Soft Part"
"http://id.nlm.nih.gov/mesh/D001357","Sarcoma, Avian"
"http://id.nlm.nih.gov/mesh/D018227","Sarcoma, Clear Cell"
"http://id.nlm.nih.gov/mesh/D018203","Sarcoma, Endometrial Stromal"
"http://id.nlm.nih.gov/mesh/D012512","Sarcoma, Ewing"
"http://id.nlm.nih.gov/mesh/D012513","Sarcoma, Experimental"
"http://id.nlm.nih.gov/mesh/D012514","Sarcoma, Kaposi"
"http://id.nlm.nih.gov/mesh/D023981","Sarcoma, Myeloid"
"http://id.nlm.nih.gov/mesh/D018228","Sarcoma, Small Cell"
"http://id.nlm.nih.gov/mesh/D013584","Sarcoma, Synovial"
"http://id.nlm.nih.gov/mesh/D012517","Sarcoma, Yoshida"
"http://id.nlm.nih.gov/mesh/D012626","Sebaceous Gland Neoplasms"
"http://id.nlm.nih.gov/mesh/D018239","Seminoma"
"http://id.nlm.nih.gov/mesh/D012707","Sertoli Cell Tumor"
"http://id.nlm.nih.gov/mesh/D018310","Sertoli-Leydig Cell Tumor"
"http://id.nlm.nih.gov/mesh/D018312","Sex Cord-Gonadal Stromal Tumors"
"http://id.nlm.nih.gov/mesh/D012751","Sezary Syndrome"
"http://id.nlm.nih.gov/mesh/D012811","Sigmoid Neoplasms"
"http://id.nlm.nih.gov/mesh/D058288","Sister Mary Joseph's Nodule"
"http://id.nlm.nih.gov/mesh/D012878","Skin Neoplasms"
"http://id.nlm.nih.gov/mesh/D019292","Skull Base Neoplasms"
"http://id.nlm.nih.gov/mesh/D012888","Skull Neoplasms"
"http://id.nlm.nih.gov/mesh/D055752","Small Cell Lung Carcinoma"
"http://id.nlm.nih.gov/mesh/D000075122","Smoldering Multiple Myeloma"
"http://id.nlm.nih.gov/mesh/D018235","Smooth Muscle Tumor"
"http://id.nlm.nih.gov/mesh/D012983","Soft Tissue Neoplasms"
"http://id.nlm.nih.gov/mesh/D054363","Solitary Fibrous Tumor, Pleural"
"http://id.nlm.nih.gov/mesh/D054364","Solitary Fibrous Tumors"
"http://id.nlm.nih.gov/mesh/D013005","Somatostatinoma"
"http://id.nlm.nih.gov/mesh/D013120","Spinal Cord Neoplasms"
"http://id.nlm.nih.gov/mesh/D013125","Spinal Neoplasms"
"http://id.nlm.nih.gov/mesh/D013160","Splenic Neoplasms"
"http://id.nlm.nih.gov/mesh/D000077195","Squamous Cell Carcinoma of Head and Neck"
"http://id.nlm.nih.gov/mesh/D065310","Squamous Intraepithelial Lesions of the Cervix"
"http://id.nlm.nih.gov/mesh/D013274","Stomach Neoplasms"
"http://id.nlm.nih.gov/mesh/D013330","Struma Ovarii"
"http://id.nlm.nih.gov/mesh/D013341","Sturge-Weber Syndrome"
"http://id.nlm.nih.gov/mesh/D013362","Sublingual Gland Neoplasms"
"http://id.nlm.nih.gov/mesh/D013365","Submandibular Gland Neoplasms"
"http://id.nlm.nih.gov/mesh/D015173","Supratentorial Neoplasms"
"http://id.nlm.nih.gov/mesh/D013544","Sweat Gland Neoplasms"
"http://id.nlm.nih.gov/mesh/D013581","Synovial Cyst"
"http://id.nlm.nih.gov/mesh/D013586","Synovitis, Pigmented Villonodular"
"http://id.nlm.nih.gov/mesh/D018252","Syringoma"
"http://id.nlm.nih.gov/mesh/D052958","Tarlov Cysts"
"http://id.nlm.nih.gov/mesh/D018243","Teratocarcinoma"
"http://id.nlm.nih.gov/mesh/D013724","Teratoma"
"http://id.nlm.nih.gov/mesh/D013736","Testicular Neoplasms"
"http://id.nlm.nih.gov/mesh/D013798","Thecoma"
"http://id.nlm.nih.gov/mesh/D013899","Thoracic Neoplasms"
"http://id.nlm.nih.gov/mesh/D013945","Thymoma"
"http://id.nlm.nih.gov/mesh/D013953","Thymus Neoplasms"
"http://id.nlm.nih.gov/mesh/D013955","Thyroglossal Cyst"
"http://id.nlm.nih.gov/mesh/D000077273","Thyroid Cancer, Papillary"
"http://id.nlm.nih.gov/mesh/D065646","Thyroid Carcinoma, Anaplastic"
"http://id.nlm.nih.gov/mesh/D013964","Thyroid Neoplasms"
"http://id.nlm.nih.gov/mesh/D016606","Thyroid Nodule"
"http://id.nlm.nih.gov/mesh/D014062","Tongue Neoplasms"
"http://id.nlm.nih.gov/mesh/D014067","Tonsillar Neoplasms"
"http://id.nlm.nih.gov/mesh/D014134","Tracheal Neoplasms"
"http://id.nlm.nih.gov/mesh/D064726","Triple Negative Breast Neoplasms"
"http://id.nlm.nih.gov/mesh/D014328","Trophoblastic Neoplasms"
"http://id.nlm.nih.gov/mesh/D018245","Trophoblastic Tumor, Placental Site"
"http://id.nlm.nih.gov/mesh/D014402","Tuberous Sclerosis"
"http://id.nlm.nih.gov/mesh/D000074009","Tubular Sweat Gland Adenomas"
"http://id.nlm.nih.gov/mesh/D000069584","Unilateral Breast Neoplasms"
"http://id.nlm.nih.gov/mesh/D014496","Urachal Cyst"
"http://id.nlm.nih.gov/mesh/D014516","Ureteral Neoplasms"
"http://id.nlm.nih.gov/mesh/D014523","Urethral Neoplasms"
"http://id.nlm.nih.gov/mesh/D001749","Urinary Bladder Neoplasms"
"http://id.nlm.nih.gov/mesh/D014565","Urogenital Neoplasms"
"http://id.nlm.nih.gov/mesh/D014571","Urologic Neoplasms"
"http://id.nlm.nih.gov/mesh/D014582","Urticaria Pigmentosa"
"http://id.nlm.nih.gov/mesh/D002578","Uterine Cervical Dysplasia"
"http://id.nlm.nih.gov/mesh/D002583","Uterine Cervical Neoplasms"
"http://id.nlm.nih.gov/mesh/D014594","Uterine Neoplasms"
"http://id.nlm.nih.gov/mesh/D014604","Uveal Neoplasms"
"http://id.nlm.nih.gov/mesh/D014625","Vaginal Neoplasms"
"http://id.nlm.nih.gov/mesh/D019043","Vascular Neoplasms"
"http://id.nlm.nih.gov/mesh/D014685","Venereal Tumors, Veterinary"
"http://id.nlm.nih.gov/mesh/D003969","Vipoma"
"http://id.nlm.nih.gov/mesh/D014846","Vulvar Neoplasms"
"http://id.nlm.nih.gov/mesh/D017624","WAGR Syndrome"
"http://id.nlm.nih.gov/mesh/D008258","Waldenstrom Macroglobulinemia"
"http://id.nlm.nih.gov/mesh/D000082802","Warburg Effect, Oncologic"
"http://id.nlm.nih.gov/mesh/D009396","Wilms Tumor"
"http://id.nlm.nih.gov/mesh/D014983","Xeroderma Pigmentosum"
"http://id.nlm.nih.gov/mesh/D015043","Zollinger-Ellison Syndrome"
