"name","region"
"Siena House","https://sws.geonames.org/10228813/"
"Rainbow 3 Resort Club","https://sws.geonames.org/10230009/"
"Rainbow 1 Holiday Complex","https://sws.geonames.org/10230010/"
"Hotel&Spa Diamant Residence","https://sws.geonames.org/10230011/"
"Chaika Resort","https://sws.geonames.org/10230012/"
"Silver Springs","https://sws.geonames.org/10230014/"
"Rainbow 2","https://sws.geonames.org/10230018/"
"Royal Dreams","https://sws.geonames.org/10230020/"
"Zefir","https://sws.geonames.org/10230023/"
"Longoza","https://sws.geonames.org/10230024/"
"Murcury 3 App","https://sws.geonames.org/10230026/"
"Bourgas","https://sws.geonames.org/10230027/"
"Villa Brigantina 2","https://sws.geonames.org/10230028/"
"Evridika Nessebar","https://sws.geonames.org/10230030/"
"Marieta Palace","https://sws.geonames.org/10230031/"
"Saint George Nessebar","https://sws.geonames.org/10230032/"
"Bilyana","https://sws.geonames.org/10230033/"
"Houses Of Informat","https://sws.geonames.org/10230034/"
"Saint George Hotel & Spa","https://sws.geonames.org/10230041/"
"Villa Orange","https://sws.geonames.org/10230042/"
"Selena Beach","https://sws.geonames.org/10230043/"
"Santa Maria","https://sws.geonames.org/10230044/"
"Paradise Dune Resort","https://sws.geonames.org/10230046/"
"Coral","https://sws.geonames.org/10230047/"
"Plamena Palace","https://sws.geonames.org/10230048/"
"Perla Sun Park Hotel","https://sws.geonames.org/10230049/"
"Perla Beach 3","https://sws.geonames.org/10230050/"
"Perla Plaza","https://sws.geonames.org/10230051/"
"Perla Beach Club","https://sws.geonames.org/10230052/"
"Grand Sirena","https://sws.geonames.org/10230053/"
"Marina Cape Apartments","https://sws.geonames.org/10230054/"
"Emberli","https://sws.geonames.org/10230056/"
"Villa Vihren","https://sws.geonames.org/10231851/"
"Spiaggia di Milazzo","https://sws.geonames.org/10529132/"
"Balneare la Baia Beach","https://sws.geonames.org/10626259/"
"Spiaggia di Cinisi","https://sws.geonames.org/10626389/"
"Spiaggia di Contrada San Marco","https://sws.geonames.org/10626503/"
"Porto Maurizio","https://sws.geonames.org/10626661/"
"Spiaggia di Rovere","https://sws.geonames.org/10626667/"
"Le cinque spiagge","https://sws.geonames.org/10626939/"
"Spiaggia Torre Annunziata","https://sws.geonames.org/10626954/"
"Spiaggia di Anzio","https://sws.geonames.org/10627060/"
"Lido di Sirene","https://sws.geonames.org/10627061/"
"Operation Shingle","https://sws.geonames.org/10627063/"
"Spiaggia di Magazzeno","https://sws.geonames.org/10627493/"
"Spiaggia di Torre Picentina","https://sws.geonames.org/10627494/"
"Spiaggia di Spineta","https://sws.geonames.org/10627495/"
"Spiaggia di Civitavecchia","https://sws.geonames.org/10628635/"
"Spiaggia di Marinella","https://sws.geonames.org/10629199/"
"Spiaggia Cirella di Diamante","https://sws.geonames.org/10629688/"
"Mingardo","https://sws.geonames.org/10629697/"
"Marina di Stabia","https://sws.geonames.org/10629765/"
"Spiaggia di Borgo Sabotino","https://sws.geonames.org/10629944/"
"Sol Nessebar Palace All Inclusive","https://sws.geonames.org/8378882/"
"Sol Nessebar Bay All Inclusive","https://sws.geonames.org/8378884/"
"Sol Nessebar Mare All Inclusive","https://sws.geonames.org/8378885/"
"Sol Luna Bay All Inclusive","https://sws.geonames.org/8378886/"
"Hotel Palazzo","https://sws.geonames.org/10279296/"
"Darius Apartments","https://sws.geonames.org/10279398/"
"Silver Springs Apartments","https://sws.geonames.org/10279400/"
"Hotel Sol Luna Bay Resort","https://sws.geonames.org/10279422/"
"Torre Sveva","https://sws.geonames.org/10282092/"
"Grenada Hotel and Apartments","https://sws.geonames.org/10283164/"
"Avalon Hotel Apartments","https://sws.geonames.org/10283166/"
"Ferrari Museum","https://sws.geonames.org/10287818/"
"Pobit Kamak","https://sws.geonames.org/11339576/"
"Egreka","https://sws.geonames.org/11339577/"
"Varha","https://sws.geonames.org/11339578/"
"Margazyan","https://sws.geonames.org/11342712/"
"Eileston","https://sws.geonames.org/11342713/"
"Pomakli","https://sws.geonames.org/11342714/"
"Burgaz","https://sws.geonames.org/11342715/"
"Dolenska Reka","https://sws.geonames.org/11342716/"
"Tirfili Dere","https://sws.geonames.org/11342717/"
"Pripekska Reka","https://sws.geonames.org/11342718/"
"Sveti Ilia","https://sws.geonames.org/11342719/"
"Kartal","https://sws.geonames.org/11345348/"
"Karakachanski Vrah","https://sws.geonames.org/11345349/"
"Dobri Vrah","https://sws.geonames.org/11345355/"
"Gorezmarevo","https://sws.geonames.org/11346005/"
"Karapulevo","https://sws.geonames.org/11346006/"
"Uzuda","https://sws.geonames.org/11363721/"
"Malakon","https://sws.geonames.org/11363722/"
"Diktli Tash","https://sws.geonames.org/11364103/"
"Mazhov Pozhar","https://sws.geonames.org/11364603/"
"Halkata","https://sws.geonames.org/11364605/"
"Razbit Kamak","https://sws.geonames.org/11364606/"
"Imamov Grob","https://sws.geonames.org/11364608/"
"Sharena Cheshma","https://sws.geonames.org/11364609/"
"Ravni Bair","https://sws.geonames.org/11364611/"
"Chukata","https://sws.geonames.org/11364613/"
"Kaliakria Resort","https://sws.geonames.org/10269354/"
"Imperial Fort Club","https://sws.geonames.org/10269470/"
"Crown Fort Club","https://sws.geonames.org/10269489/"
"Vlatište","https://sws.geonames.org/10307216/"
"Bukva","https://sws.geonames.org/10307217/"
"Golo Brdo","https://sws.geonames.org/10307218/"
"Nebojša","https://sws.geonames.org/10307219/"
"Gola Čuka","https://sws.geonames.org/10307220/"
"Martvatsi","https://sws.geonames.org/10307617/"
"Lamakov Čukar","https://sws.geonames.org/10307618/"
"Drashan","https://sws.geonames.org/10307619/"
"Kalugerot","https://sws.geonames.org/10307620/"
"Divna","https://sws.geonames.org/10309166/"
"Spiaggia Lilanda","https://sws.geonames.org/10377520/"
"Spiaggia Sabaudia","https://sws.geonames.org/10377521/"
"Spiaggia Donnalucata","https://sws.geonames.org/10377545/"
"Spiaggia Scauri","https://sws.geonames.org/10377628/"
"Spiaggia Porto Empedocle","https://sws.geonames.org/10378019/"
"Spiaggia Punta Grande","https://sws.geonames.org/10378020/"
"Luna Blu Beach","https://sws.geonames.org/10378246/"
"Spiaggia Torvaianica","https://sws.geonames.org/10378275/"
"Baba Beach","https://sws.geonames.org/10378295/"
"Iberostar Sunny Beach","https://sws.geonames.org/11258995/"
"Galeon","https://sws.geonames.org/10236437/"
"Penelope Palace","https://sws.geonames.org/10237302/"
"Best Western Meses Hotel","https://sws.geonames.org/10237394/"
"The Mill","https://sws.geonames.org/10237837/"
"Royal Sun Complex","https://sws.geonames.org/10237845/"
"Admiral Plaza","https://sws.geonames.org/10238022/"
"Karolina Apartments","https://sws.geonames.org/10238023/"
"Rich 3","https://sws.geonames.org/10238024/"
"Apolis","https://sws.geonames.org/10239365/"
"Oasis Del Mare","https://sws.geonames.org/10239470/"
"Flagman","https://sws.geonames.org/10239852/"
"Lotus","https://sws.geonames.org/10240103/"
"St Nicolas","https://sws.geonames.org/10240190/"
"Cà Roman Adriatic sea S STNB","https://sws.geonames.org/11184440/"
"Maya Bair","https://sws.geonames.org/11324764/"
"Nadarevite Nivi","https://sws.geonames.org/11324765/"
"Kalinkata","https://sws.geonames.org/11324766/"
"Meteriza","https://sws.geonames.org/11324767/"
"Lolova Tumba","https://sws.geonames.org/11324768/"
"Deribeyov Vrah","https://sws.geonames.org/11324769/"
"Gornata Kalinka","https://sws.geonames.org/11324770/"
"Kodzha Bair","https://sws.geonames.org/11324771/"
"Villaggio Punta Spalmatore","https://sws.geonames.org/9612907/"
"Amfora Beach","https://sws.geonames.org/10120823/"
"Villa Itta","https://sws.geonames.org/10120936/"
"Mercury","https://sws.geonames.org/10120937/"
"Sol Marina Palace","https://sws.geonames.org/10121794/"
"Grenada Apartments","https://sws.geonames.org/10121862/"
"Stella Polaris Holiday Complex","https://sws.geonames.org/10123166/"
"Lti Neptun Beach","https://sws.geonames.org/10123168/"
"Fenix","https://sws.geonames.org/10123169/"
"Colosseum Ii","https://sws.geonames.org/10123170/"
"Isola Paradise","https://sws.geonames.org/10123613/"
"Villaggio Holiday Beach","https://sws.geonames.org/10123805/"
"Magic Dreams","https://sws.geonames.org/10126191/"
"Svejest Hotel","https://sws.geonames.org/10128098/"
"Sirena","https://sws.geonames.org/10128099/"
"Palazzo","https://sws.geonames.org/10128101/"
"Avalon Hotel","https://sws.geonames.org/10128103/"
"Summer Dreams","https://sws.geonames.org/10128104/"
"Prestige City Aparthotel","https://sws.geonames.org/10128105/"
"Mena Palace","https://sws.geonames.org/10128106/"
"Kavkaz","https://sws.geonames.org/10128107/"
"Golden Beach Aparthotel","https://sws.geonames.org/10128108/"
"Colosseo I","https://sws.geonames.org/10128109/"
"Delfin","https://sws.geonames.org/10128296/"
"Calypso","https://sws.geonames.org/10128297/"
"Vigo","https://sws.geonames.org/10128304/"
"Sesvennascharte","https://sws.geonames.org/10128815/"
"Ropotamo Spa","https://sws.geonames.org/10300110/"
"Dune di Torre Colimena","https://sws.geonames.org/10300488/"
"Sant'Isidoro","https://sws.geonames.org/10300493/"
"La Bussola","https://sws.geonames.org/10300671/"
"Spiaggia delle Bambole","https://sws.geonames.org/10300673/"
"Hotel Santa Marina Holiday Village","https://sws.geonames.org/10300987/"
"Hera","https://sws.geonames.org/10300988/"
"Aparthotel Serena Residence","https://sws.geonames.org/10300989/"
"Polyusi","https://sws.geonames.org/10300990/"
"Hotel Sun Village Apartments","https://sws.geonames.org/10300991/"
"Fiesta Beach","https://sws.geonames.org/10300993/"
"Delta Beach","https://sws.geonames.org/10300994/"
"Ashton Hall","https://sws.geonames.org/10300996/"
"Aparthotel Laguna","https://sws.geonames.org/10300997/"
"Aparthotel Avalon","https://sws.geonames.org/10300998/"
"St George Pom","https://sws.geonames.org/10301000/"
"Hotel Via Pontica","https://sws.geonames.org/10301001/"
"Festa Vila Pontica","https://sws.geonames.org/10301002/"
"Eta Hotel","https://sws.geonames.org/10301003/"
"Menabria Nessebar","https://sws.geonames.org/10301005/"
"Ifa Nessebar Bay","https://sws.geonames.org/10301006/"
"Selena Complex","https://sws.geonames.org/10328968/"
"Royal Dreams Holiday Village","https://sws.geonames.org/10343098/"
"Hotel Sunny Holiday","https://sws.geonames.org/10343101/"
"Hotel Regatta Palace","https://sws.geonames.org/10343102/"
"Hotel Lion Sunny Beach","https://sws.geonames.org/10343105/"
"Hotel Jupiter 3* Side","https://sws.geonames.org/10343106/"
"Hotel Calypso","https://sws.geonames.org/10343114/"
"Hotel Bourgas Beach","https://sws.geonames.org/10343116/"
"Aparthotel Grenada","https://sws.geonames.org/10343125/"
"Amfora Hotel","https://sws.geonames.org/10343128/"
"Admiral Plaza Complex","https://sws.geonames.org/10343129/"
"Hotel Sol Nessebar Bay and Mare","https://sws.geonames.org/10343134/"
"Eloro Beach","https://sws.geonames.org/10344478/"
"Marina di Varcaturo","https://sws.geonames.org/10346171/"
"Riviera dei Gelsomini","https://sws.geonames.org/10346222/"
"Spiaggia Lungomare d'Annunzio","https://sws.geonames.org/10346224/"
"Campo di Mare","https://sws.geonames.org/10346325/"
"Sunny","https://sws.geonames.org/11000562/"
"Il Galeone Neptune","https://sws.geonames.org/11127282/"
"Lido di Iesolo","https://sws.geonames.org/11127437/"
"Spiaggia Libera","https://sws.geonames.org/11127445/"
"Porto di Santa Margherita Ligure","https://sws.geonames.org/11127504/"
"Spiaggia di Villagonia","https://sws.geonames.org/11127537/"
"La Darsena Marina Vieste","https://sws.geonames.org/11127568/"
"Lido Stella Mattutina","https://sws.geonames.org/11127594/"
"Spiaggia di Capo Rizzuto","https://sws.geonames.org/11127601/"
"Innamorata","https://sws.geonames.org/11127612/"
"Pomonte","https://sws.geonames.org/11127643/"
"Porto di Capraia","https://sws.geonames.org/11127893/"
"Porto di Pantelleria","https://sws.geonames.org/11127940/"
"Spiaggia Torre Salsa","https://sws.geonames.org/11127960/"
"Spiaggia di Punta Braccetto","https://sws.geonames.org/11127969/"
"Porto Turistico Marina di Ragusa","https://sws.geonames.org/11127971/"
"Spiaggia di Levante","https://sws.geonames.org/11128064/"
"Spiaggia di Lignano Pineta","https://sws.geonames.org/11128077/"
"Spiaggia di Lignano Sabbiadoro","https://sws.geonames.org/11128081/"
"Spiaggia di Eraclea Mare","https://sws.geonames.org/11128103/"
"Porto Castellammare del Golfo","https://sws.geonames.org/11128247/"
"Spiaggia di Borghetto Santo Spirito","https://sws.geonames.org/11128253/"
"Spiaggia di Ceriale","https://sws.geonames.org/11128255/"
"Porto di Loano","https://sws.geonames.org/11128260/"
"Spiaggia di Cavallino","https://sws.geonames.org/11128282/"
"Porto Riva di Traiano","https://sws.geonames.org/11128428/"
"Marinedda Thalasso & Spa","https://sws.geonames.org/9611273/"
"Park Hotel Continental","https://sws.geonames.org/10098996/"
"Nobel Hotel","https://sws.geonames.org/10098997/"
"Elit 2","https://sws.geonames.org/10099632/"
"Trakia Plaza Hotel","https://sws.geonames.org/10100183/"
"Baikal","https://sws.geonames.org/10110699/"
"Forum Apartments","https://sws.geonames.org/10112429/"
"Nessebar Royal Palace","https://sws.geonames.org/10113282/"
"Kotva Hotel","https://sws.geonames.org/10113426/"
"Dream Holiday Aparthotel","https://sws.geonames.org/10113519/"
"Hotel Atlantis","https://sws.geonames.org/10114067/"
"Darius","https://sws.geonames.org/10114220/"
"Hrizantema","https://sws.geonames.org/10114406/"
"Chateau Del Marina","https://sws.geonames.org/10115188/"
"Sunrise Club Ravda","https://sws.geonames.org/10115189/"
"Emerald Beach Resort & Spa","https://sws.geonames.org/10115192/"
"Serena Residence","https://sws.geonames.org/10115207/"
"Selena","https://sws.geonames.org/10115208/"
"Martinez","https://sws.geonames.org/10115209/"
"Laguna Beach Resort & Spa","https://sws.geonames.org/10115210/"
"Chuchulev","https://sws.geonames.org/10115211/"
"Calisto Sozopol","https://sws.geonames.org/10115212/"
"Black Sea Paradise","https://sws.geonames.org/10115213/"
"Serenity Bay","https://sws.geonames.org/10115216/"
"Sv Dimitar","https://sws.geonames.org/10115221/"
"Prestige City 2","https://sws.geonames.org/10115223/"
"Grand Hotel Primorsko","https://sws.geonames.org/10115224/"
"Sunset Beach","https://sws.geonames.org/10115225/"
"Belleville","https://sws.geonames.org/10115231/"
"White Lagoon","https://sws.geonames.org/10115234/"
"Fort Nocks","https://sws.geonames.org/10117619/"
"Regata","https://sws.geonames.org/10117624/"
"Sunset Resort","https://sws.geonames.org/10118253/"
"St George","https://sws.geonames.org/10118254/"
"Via Pontica","https://sws.geonames.org/10118448/"
"Festa Pomorie Resort","https://sws.geonames.org/10118449/"
"Sunny Bay","https://sws.geonames.org/10118512/"
"Palace Hotel","https://sws.geonames.org/10118513/"
"Marina Holiday Club","https://sws.geonames.org/10118514/"
"Longosa Garden","https://sws.geonames.org/10118763/"
"Bor Club Hotel","https://sws.geonames.org/10118764/"
"Viva Holiday","https://sws.geonames.org/10119589/"
"Sun City I","https://sws.geonames.org/10119590/"
"Panorama Beach","https://sws.geonames.org/10119591/"
"Karolina","https://sws.geonames.org/10119592/"
"Bravo 5","https://sws.geonames.org/10119593/"
"Amaris","https://sws.geonames.org/10120245/"
"Grand Hotel and Spa Primoretz","https://sws.geonames.org/10243616/"
"L and B","https://sws.geonames.org/10243900/"
"Green Life Beach Resort","https://sws.geonames.org/10244914/"
"Laguna Park","https://sws.geonames.org/10245468/"
"Perla Royal","https://sws.geonames.org/10246574/"
"Azurro Hotel","https://sws.geonames.org/10246916/"
"Hotel Parkhotel Continental Prima","https://sws.geonames.org/10277622/"
"Hotel Sea Breeze","https://sws.geonames.org/10277623/"
"Hotel Kavkaz Golden Dune","https://sws.geonames.org/10277635/"
"Hotel Esperanto","https://sws.geonames.org/10277647/"
"Hotel Pomorie","https://sws.geonames.org/10277648/"
"Hotel Pliska","https://sws.geonames.org/10277686/"
"Astoria","https://sws.geonames.org/10278355/"
"Orel Beach","https://sws.geonames.org/10278447/"
"Giochi Del Titano","https://sws.geonames.org/10287822/"
"Faraglioni","https://sws.geonames.org/10291457/"
"Mare Lughente","https://sws.geonames.org/10292481/"
"Fiore Di Maggio","https://sws.geonames.org/10292528/"
"Hotel Nettuno","https://sws.geonames.org/10292975/"
"Hotel Golfo E Palme","https://sws.geonames.org/10292977/"
"Hotel Manzi","https://sws.geonames.org/10293458/"
"Bandb La Papaya","https://sws.geonames.org/10293459/"
"Terralcantara Villa Del Mare","https://sws.geonames.org/10293551/"
"Hotel Promenade Universale","https://sws.geonames.org/10293578/"
"Hotel Cristina Corona","https://sws.geonames.org/10293670/"
"Bandb Tres Jolie","https://sws.geonames.org/10293673/"
"Spiaggia di Porto Badino","https://sws.geonames.org/10520142/"
"Cantine Florio","https://sws.geonames.org/10696911/"
"Trapani Harbour","https://sws.geonames.org/9828444/"
"Ivana Palace","https://sws.geonames.org/9965230/"
"Baia Degli Dei","https://sws.geonames.org/9971601/"
"Tsb Dunes Holiday Village","https://sws.geonames.org/10337996/"
"Fiesta M","https://sws.geonames.org/10338349/"
"Settlement Gardenia Sozopol","https://sws.geonames.org/10338550/"
"Bijou","https://sws.geonames.org/10338728/"
"Spiaggia di Palmasera","https://sws.geonames.org/10338886/"
"Spiaggia di Costa Serena","https://sws.geonames.org/10338941/"
"Spiaggia della Baia delle Mimose","https://sws.geonames.org/10338963/"
"Spiaggia Lido di San Giovanni","https://sws.geonames.org/10338986/"
"Scivu","https://sws.geonames.org/10339020/"
"Spiaggia Di San Marco","https://sws.geonames.org/10376116/"
"Playa Lido Sabbia D'oro","https://sws.geonames.org/10376134/"
"Playa Lido La Spiaggetta","https://sws.geonames.org/10376135/"
"Playa Lido Rossello","https://sws.geonames.org/10376136/"
"Drasy","https://sws.geonames.org/10376164/"
"Mandy Beach","https://sws.geonames.org/10376170/"
"Riviera of Rimini","https://sws.geonames.org/10376508/"
"Cala Civette","https://sws.geonames.org/10376818/"
"Cormorano","https://sws.geonames.org/10376842/"
"Cala del Leone","https://sws.geonames.org/10376882/"
"Spiaggia per Cani","https://sws.geonames.org/10376885/"
"Parco Bartolini","https://sws.geonames.org/10376886/"
"Spiaggia Marina di Gioiosa Ionica","https://sws.geonames.org/10377198/"
"Spiaggia Locri","https://sws.geonames.org/10377442/"
"Marina Del Raggio Verde","https://sws.geonames.org/10377482/"
"Spiaggia di Marina Julia","https://sws.geonames.org/10402546/"
"Spiaggia Lido di Fido","https://sws.geonames.org/10402548/"
"Spiaggia di Grado","https://sws.geonames.org/10402550/"
"Spiaggia Castellammare di Stabia","https://sws.geonames.org/10402691/"
"Costa di Licola","https://sws.geonames.org/10402692/"
"Gradište","https://sws.geonames.org/10410922/"
"Sugak Su Dere","https://sws.geonames.org/11403038/"
"Barutinska","https://sws.geonames.org/11403161/"
"Lokovitsa","https://sws.geonames.org/11403162/"
"Osinska","https://sws.geonames.org/11403163/"
"Yuch Oluk","https://sws.geonames.org/11403164/"
"Dovan Chukur","https://sws.geonames.org/11403165/"
"Kalnandzhi","https://sws.geonames.org/11403166/"
"Chairdzhik","https://sws.geonames.org/11403167/"
"Sevdi Balkan","https://sws.geonames.org/11403168/"
"Bardakchiska Bardchina","https://sws.geonames.org/11403169/"
"Kovandzhi Dag","https://sws.geonames.org/11403170/"
"Tutunsuza","https://sws.geonames.org/11403171/"
"Arsiz Tepe","https://sws.geonames.org/11403174/"
"Kireyeva","https://sws.geonames.org/11403182/"
"Babel","https://sws.geonames.org/11403309/"
"Perperika","https://sws.geonames.org/11403311/"
"Petra","https://sws.geonames.org/11403312/"
"Gyuptin","https://sws.geonames.org/11406382/"
"Kongur","https://sws.geonames.org/11407311/"
"Tipets","https://sws.geonames.org/11407312/"
"Barzovitsa","https://sws.geonames.org/11407313/"
"Gradishte","https://sws.geonames.org/11408643/"
"Lozen","https://sws.geonames.org/11408644/"
"Kartalkaya","https://sws.geonames.org/11408645/"
"Prohod Demir Kapiya","https://sws.geonames.org/11408646/"
"Gabreshko Dere","https://sws.geonames.org/11408652/"
"Ilyov Vrah","https://sws.geonames.org/11436580/"
"Omar","https://sws.geonames.org/11441080/"
"Ogorelitsa","https://sws.geonames.org/11444673/"
"Kalni Preslop","https://sws.geonames.org/11444674/"
"Zlatovarshets","https://sws.geonames.org/11444675/"
"Shilek","https://sws.geonames.org/11444676/"
"Gradishte","https://sws.geonames.org/11444678/"
"Gramada","https://sws.geonames.org/11454360/"
"Kovelina Chuka","https://sws.geonames.org/11454361/"
"Yanichin Rid","https://sws.geonames.org/11454466/"
"Borina Chuka","https://sws.geonames.org/11454467/"
"Mitarina Chuka","https://sws.geonames.org/11454469/"
"Miloslavska Planina","https://sws.geonames.org/11475489/"
"Lomnitsa","https://sws.geonames.org/11475490/"
"Chekanska Chuka","https://sws.geonames.org/11476255/"
"Povalirazhka Reka","https://sws.geonames.org/11476256/"
"Varbitsa","https://sws.geonames.org/11529101/"
"Ostrovsko","https://sws.geonames.org/11529102/"
"Stramba","https://sws.geonames.org/11529126/"
"Svishtovsko-Belenska Nizina","https://sws.geonames.org/11531601/"
"Gulyova Chukara","https://sws.geonames.org/11673444/"
"Istiryovska Chukara","https://sws.geonames.org/11673445/"
"Kiselishki Dol","https://sws.geonames.org/11673462/"
"Dragiev Dol","https://sws.geonames.org/11673463/"
"Panorama And Marina Freya","https://sws.geonames.org/10105575/"
"Aquamarine Hotel","https://sws.geonames.org/10105580/"
"Apollon Apartments","https://sws.geonames.org/10105588/"
"Odyssey","https://sws.geonames.org/10105590/"
"Iberostar Tiara Beach","https://sws.geonames.org/10106049/"
"Sunshine Pearl","https://sws.geonames.org/10110105/"
"Zeus","https://sws.geonames.org/10110120/"
"Col Collon","https://sws.geonames.org/11074258/"
"Col d'Anzana","https://sws.geonames.org/11074263/"
"Evêque, Col de l'","https://sws.geonames.org/11074337/"
"Col Sud de Menouve","https://sws.geonames.org/11074493/"
"Col Vert","https://sws.geonames.org/11074498/"
"Val Nera, Colle","https://sws.geonames.org/11074505/"
"Cruschetta","https://sws.geonames.org/11074510/"
"Fillarjoch","https://sws.geonames.org/11074569/"
"Gal, Fuorcla del","https://sws.geonames.org/11074722/"
"Piz Nair, Fuorcla del","https://sws.geonames.org/11074723/"
"Fuorcla Federia","https://sws.geonames.org/11074738/"
"Fuorcla Fex - Scerscen","https://sws.geonames.org/11074742/"
"Fuorcla Lavirun","https://sws.geonames.org/11074755/"
"Fuorcla Müschauns","https://sws.geonames.org/11074767/"
"Fuorcla Schumbraida","https://sws.geonames.org/11074803/"
"Fuorcla Trupchun","https://sws.geonames.org/11074820/"
"Fuorcletta","https://sws.geonames.org/11074838/"
"Furggubäumlicke","https://sws.geonames.org/11074884/"
"Giogo di Santa Maria","https://sws.geonames.org/11074932/"
"Gischijoch","https://sws.geonames.org/11074934/"
"Grampielpass","https://sws.geonames.org/11074946/"
"Hohsandjoch","https://sws.geonames.org/11075026/"
"La Stretta","https://sws.geonames.org/11075086/"
"Mondellipass","https://sws.geonames.org/11075167/"
"Neues Weisstor","https://sws.geonames.org/11075186/"
"Ober Hohsandjoch","https://sws.geonames.org/11075198/"
"Ofentalpass","https://sws.geonames.org/11075221/"
"Cancian, Pass da","https://sws.geonames.org/11075269/"
"Om, Pass da l'","https://sws.geonames.org/11075279/"
"Val Mera, Pass da","https://sws.geonames.org/11075285/"
"Val Viola, Pass da","https://sws.geonames.org/11075286/"
"Valüa, Pass da","https://sws.geonames.org/11075287/"
"Pioda, Pass de la","https://sws.geonames.org/11075300/"
"Portun, Pass","https://sws.geonames.org/11075321/"
"Carnera, Passo","https://sws.geonames.org/11075334/"
"Avino, Passo d'","https://sws.geonames.org/11075343/"
"Büsin, Passo del","https://sws.geonames.org/11075354/"
"Corno, Passo del","https://sws.geonames.org/11075358/"
"Gualdo, Passo del","https://sws.geonames.org/11075360/"
"Stella, Passo della","https://sws.geonames.org/11075381/"
"Passo di Camposecco","https://sws.geonames.org/11075393/"
"Passo di Monscera","https://sws.geonames.org/11075409/"
"Passo di Val Paolaccio","https://sws.geonames.org/11075422/"
"Fne, Passo","https://sws.geonames.org/11075432/"
"Guinzana, Passo","https://sws.geonames.org/11075437/"
"Rovano, Passo","https://sws.geonames.org/11075446/"
"Rassaserscharte","https://sws.geonames.org/11075494/"
"Russapass","https://sws.geonames.org/11075553/"
"Sonnigpass","https://sws.geonames.org/11075680/"
"Manastiro","https://sws.geonames.org/11408665/"
"Stolovatica","https://sws.geonames.org/11408666/"
"Sobinica","https://sws.geonames.org/11408667/"
"Dzheleva Skala","https://sws.geonames.org/11408668/"
"Kusa Padina","https://sws.geonames.org/11445775/"
"Zmiyanets","https://sws.geonames.org/11485113/"
"Roga","https://sws.geonames.org/11485114/"
"Chiker","https://sws.geonames.org/11485115/"
"Renovshtitsa","https://sws.geonames.org/11485119/"
"Tri Puta","https://sws.geonames.org/11485120/"
"Rudina","https://sws.geonames.org/11485121/"
"Kamara","https://sws.geonames.org/11485124/"
"Golema Chuka","https://sws.geonames.org/11489113/"
"Martinova Chuka","https://sws.geonames.org/11489114/"
"Obov Vrah","https://sws.geonames.org/11489695/"
"Golash","https://sws.geonames.org/11489696/"
"Chiprovska Planina","https://sws.geonames.org/11489697/"
"Fuori, Forcola di","https://sws.geonames.org/11073925/"
"Blinnenjoch","https://sws.geonames.org/11074002/"
"Braga, Bocchetta di","https://sws.geonames.org/11074078/"
"Mogna, Bocchetta di","https://sws.geonames.org/11074106/"
"Val Maggia, Bocchetta di","https://sws.geonames.org/11074134/"
"Gattascosa, Bocchetta","https://sws.geonames.org/11074145/"
"Malgina, Bocchetta","https://sws.geonames.org/11074146/"
"Zoccone, Bocchetta","https://sws.geonames.org/11074148/"
"Bortellicke","https://sws.geonames.org/11074155/"
"Porto di Torre del Greco","https://sws.geonames.org/11126565/"
"Porto Mirabello","https://sws.geonames.org/11126600/"
"Riviera del Conero","https://sws.geonames.org/11126624/"
"Marina Porto Antico","https://sws.geonames.org/11127261/"
"Yuchbunar","https://sws.geonames.org/11313329/"
"Chereshata","https://sws.geonames.org/11313330/"
"Chakar Baba","https://sws.geonames.org/11313341/"
"Skripka","https://sws.geonames.org/11313342/"
"Deliyska Reka","https://sws.geonames.org/11314087/"
"Ostrata Chuka","https://sws.geonames.org/11314356/"
"Runtava Magila","https://sws.geonames.org/11506568/"
"Bachishte","https://sws.geonames.org/11506569/"
"Chelebia","https://sws.geonames.org/11506570/"
"Golemi Ridove","https://sws.geonames.org/11778858/"
"Varna","https://sws.geonames.org/11876554/"
"Kara Durak","https://sws.geonames.org/11329306/"
"Sarta","https://sws.geonames.org/11329307/"
"Menenski Kamani","https://sws.geonames.org/11329308/"
"Harman Kaya","https://sws.geonames.org/11329309/"
"Kas Kaya","https://sws.geonames.org/11329310/"
"Yuruklerska Reka","https://sws.geonames.org/11333486/"
"Akche Hisar","https://sws.geonames.org/11333487/"
"Kartal Tepe","https://sws.geonames.org/11333488/"
"Kodzha Dere","https://sws.geonames.org/11333489/"
"Chiflik Dere","https://sws.geonames.org/11333496/"
"Pyrovolitís","https://sws.geonames.org/11335437/"
"Fantáros","https://sws.geonames.org/11335438/"
"Kukuda","https://sws.geonames.org/11335439/"
"Barutnica","https://sws.geonames.org/11695058/"
"Malka Elovitsa","https://sws.geonames.org/12018534/"
"Bezhanliyska Bara","https://sws.geonames.org/12018535/"
"Orlovata Bara","https://sws.geonames.org/12018536/"
"Perachkata Bara","https://sws.geonames.org/12018556/"
"Cheraka","https://sws.geonames.org/11714999/"
"Derin Kuyak","https://sws.geonames.org/11715000/"
"Kiselevska","https://sws.geonames.org/11715219/"
"Konyavski Prohod","https://sws.geonames.org/11779068/"
"Madzharitsa","https://sws.geonames.org/11779069/"
"Aramlia","https://sws.geonames.org/11779070/"
"Koznichka Reka","https://sws.geonames.org/11779071/"
"Chelebiysko Livade","https://sws.geonames.org/11779072/"
